Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,"Harm Score
(3-15)",Divestment (Y/N),Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other 
Parisian Knitting Mills,Y,Canada,,1968,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,,,N,,,http://www.parisian-knitting.com/,https://www.nationalcia.org/corporate-members,,https://www.nationalcia.org/corporate-members,,
Parkchester Oral And Maxillofacial Surgery,Y,NY,,,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,,,,,,,N,,,https://www.parkchesteroralsurgeon.com/,NYS DOCCS Spending,,,,
Parker Tide,Y,DC,100,1997,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,Y,,,,16,2018,N,,,http://www.parkertide.com/,,GovSpend,,PrivCo (www.privco.com),
"Parkhill, Smith & Cooper",Y,TX,500,1945,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,60,2018,N,,,http://www.team-psc.com/,http://www.team-psc.com/architecture/dps-lubbock-regional-office/,,,PrivCo (www.privco.com),http://www.team-psc.com/gary-harris/
Parkin Architects,Y,Canada,,1940,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,,,N,,,http://www.parkin.ca/,http://gracehebert.com/files/news/Correctional_News_2015_Architect_List.pdf,,,,
Parkson Corporation,Y,FL,,1960,1967,Michael Hill,,Axel Johnson,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Maintenance Services,,,,,,,,,N,,Acquired by Axel Johnson in 1967,https://www.parkson.com/,https://www.parkson.com/news/clipping/treatment-plant-operator-inmate-ingenuity-solves-nitrate-problem-california,,,,https://axeljohnson.com/about/history/
Par-Kut International,Y,MI,65,1954,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,16.5,2018,N,,,http://www.parkut.com/,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,,,PrivCo (www.privco.com),
Parts Town,Y,IL,1505,1987,2016,Steve Snower,Berkshire Partners,,,Tier 2 - Investment Firm-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,8,,534,2018,N,,Recapitalization led by Berkshire Partners in 2016,http://www.partstown.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,,,PrivCo (www.privco.com),http://www.berkshirepartners.com/parts-town-announces-investment-from-berkshire-partners-1
PAS Systems International,Y,VA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,Alcohol detection devices,https://pasintl.com/,https://pasintl.com/categories/corrections,,,,
Pasco Brokerage (dba Pasco Foodservice Equipment),Y,TX,,1993,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://www.pascoincnet/,TDCJ Spending,,,,
PathoSans,Y,IN,,,,,,Spraying Systems,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Maintenance Services,,,,,,,,,N,,Product brand,http://www.pathosans.com/,http://www.pathosans.com/markets.aspx,,,,
Pathways (formerly Providence Human Services),Y,VA,5000,1997,2015,,,Molina Healthcare,MOH,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Community Corrections,Outpatient Programs,Healthcare,Substance Abuse Treatment,,,9,,,,N,,Acquired by Molina Healthcare in 2015 as Providence Human Services along with Providence Community Services for $200 M,http://www.pathways.com/,http://www.pathways.com/adult-services,,,,https://www.businesswire.com/news/home/20151102005822/en/Molina-Healthcare-Completes-Acquisition-Providence-Human-Services
Pathways Renewed,Y,NY,,,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,Outpatient Programs,Healthcare,Substance Abuse Treatment,,,,,,,N,,,,NYS DOCCS Spending,,,,
Patriot IT Corporatio ,Y,CA,,2012,,Stephen Navarro,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,N,,,https://www.patriotsol.net/,California Spending Data - 2018,,,,https://www.patriotsol.net/ca-public-sector
Patriot Scientific,Y,CA,2,1987,,Cliff Flowers,,,PTSC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,10,,0,2019,N,,Holding company for Crossflow Systems,http://www.ptsc.com/,See Crossflo Systems,,,FactSet,https://www.businesswire.com/news/home/20080804006452/en/Patriot-Scientific-Crossflo-Systems-Agree-Merger
Patterson Companies,Y,MN,7500,1878,,Mark Walchirk,,,PDCO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,6,,5574.523,2019,N,,,http://www.pattersoncompanies.com/,See Patterson Dental,,,FactSet,http://www.pattersoncompanies.com/Dental
Patterson Dental,Y,MN,,1877,,,,Patterson Companies,PDCO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,6,,2390,2017,N,,Created as specialty subsidiary,https://www.pattersondental.com/,http://drlessig.com/images/uploads/HIPAA_notice_of_privacy.pdf,,,https://www.sec.gov/Archives/edgar/data/891024/000089102417000009/pdco429201710-k.htm,
Patwin Plastics,Y,NJ,,1971,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.patwin.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004173-T.pdf,,,,
Paulson,Y,CA,,1947,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,https://secure.paulson-international.com/,See website,,,,
Pauly Jail Building,Y,IN,,1856,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,,,,,Y,,,http://paulyjail.com/about/index.html,See website,,,,
Pay Tel Communications,Y,NC,,1986,,,,,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,,,,,,,29,2018,Y,,,https://www.paytel.com/,See website,,,PrivCo (www.privco.com),
Payden & Rygel,Y,CA,200,1983,,,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,Investor,"Construction, Equipment, & Acquisition Financing",,,12,Y,,,N,,,https://www.payden.com/,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf ,,,,
Paymentus,Y,NC,90,2004,,,,,,Tier 4 - Small Privately-Owned,Financial Services,Money Transfers,,,,,,,44,2018,N,,,https://www.paymentus.com/,https://www.nydailynews.com/new-york/city-jails-regularly-violate-detainees-rights-lawsuit-article-1.3541302,,,PrivCo (www.privco.com),
PC Specialists (dba Technology Integration Group),Y,CA,390,1981,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,360,2018,N,,,https://www.tig.com,California Spending Data - 2018,,,PrivCo (www.privco.com),
PCS Enterprises ,Y,MD,,,,,,,,Tier 4 - Small Privately-Owned,Personnel,Staff Training,,,Y,,,,,,N,,,http://www.pcsenterprisesinc.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,
PDM Precast,Y,IA,,2012,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,Y,,,30,2018,N,,,https://www.pdmprecast.com/,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,,https://www.nationalcia.org/statistical-reports,PrivCo (www.privco.com),
Pearland Lumber,Y,TX,,1952,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.pearlandlumber.com/,TDCJ Spending,,,,
Pearson,Y,United Kingdom,35000,1962,,John Fallon,,,PSO-GB,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Programs & Labor,"Education Services, Materials, & Technology",,,,,7,,4815.3574,2019,N,,Operates using various subsidiaries; Financials converted from GBP,https://www.pearson.com/us/,OH DRC Spending,,,FactSet,https://www.pearson.com/us/higher-education/products-services-institutions/alternative-credentials.html
Pecinka Ferri,Y,NJ,,1972,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,N,,,www.pecinkaferri.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,,,,
Peerless Handcuff,Y,MA,,1914,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,https://www.peerless.net/,See website,,,,
Pelican Products,Y,CA,1600,1976,2004,Lyndon Faulkner,Behrman Capital,,,Tier 2 - Investment Firm-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,9,,415,2017,N,,Acquired by Behrman Capital in 2004 for $200 M,http://www.pelican.com/us/en/,http://ajaproductserviceresource.com/,,,PrivCo (www.privco.com),http://www.pelican.com/us/en/about/press-releases/article/behrman-capital-acquires-pelican-products-in-200-million-transaction/
Pellerin Milnor,Y,LA,,1947,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Maintenance Services,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,220,2018,N,,,http://www.milnor.com,See Minor Laundry Systems,,,PrivCo (www.privco.com),
PelRay International,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,,,N,,,https://www.pelray.com/,TDCJ Spending,,See corrections source,,
Pemica,Y,FL,,1999,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://www.pemica.us/,http://www.pemica.us/customers/,,,,
Peninsula Capital Partners,Y,MI,15,1995,,Scott Reilly,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,13,Y,,,N,,,https://www.peninsulafunds.com/,See WatchGuard Video,,,,https://watchguardvideo.com/news/july-1-2008
Pen-Link,Y,NE,100,1986,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,Y,,,,32,2018,N,,,https://www.penlink.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),
Penn Arms,Y,PA,,1989,2009,,,Combined Systems,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,Acquired by Combined Systems in 2009,https://www.combinedsystems.com/products/?cid=20,See website,,,,https://www.policeone.com/police-products/less-lethal/press-releases/1790250-Combined-Systems-acquires-firearms-manufacturer-Penn-Arms/
People's Accident Information Service (dba Securit),Y,NY,,,,,,,,Tier 4 - Small Privately-Owned,Personnel,Third Party Staffing,,,Y,,,,,,N,,,http://www.secur-it.com/Gov.shtml,,https://www.freedomforimmigrants.org/detention-statistics/,,,https://www.usaspending.gov/#/award/23822642
PepperBall,Y,IL,180,1996,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,46,2018,N,,,http://www.pepperball.com/,See website,,,PrivCo (www.privco.com),
PepsiCo,Y,NY,263000,1898,,Ramon Laguarta,,,PEP,Tier 1b - Publicly Traded - Other,Food & Commissary,Vending Machines,Food & Commissary,Commissary,,,7,,67161,2019,N,,,http://www.pepsico.com/,NYS DOCCS Spending,,,FactSet,
Perceptics,Y,TN,80,1979,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,14.4,2018,N,,,http://www.perceptics.com/,http://correctionsmarketplace.com/,,,PrivCo (www.privco.com),
Perceptive Intelligence,Y,LA,,2014,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,Y,,,https://www.perceptiveintelligence.com/,See website,,,,
Pereira Sales,Y,CA,,2013,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,,California Spending Data - 2018,,,,
Perfect Fit,Y,ME,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,Y,3250,,http://www.perfectfitusa.com/,See website,,,,
Performa,Y,WI ,,1995,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Architecture & Engineerging,,,,,,,,,N,,,http://www.performainc.com/,http://ajaproductserviceresource.com/,,,,
Performance Food Group,Y,VA,14000,1987,,George Helm,,,PFGC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Commissary,Food & Commissary,Vending Machines,,,11,Y,19743.5,2019,N,,"Operates using various subsidiaries, including Vistar",http://www.pfgc.com/,NYS DOCCS Spending,,,FactSet,http://www.vistar.com/Industries.aspx
Perma Bound,Y,IL,,1954,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",,,,,,,,,N,,,https://www.perma-bound.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004027-T.pdf,,,,
Perry's Ice Cream,Y,NY,257,1918,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,,,,,,,112.2,2018,N,,,http://www.perrysicecream.com/,NYS DOCCS Spending,,,PrivCo (www.privco.com),
Perspecta,Y,MN,14000,,,Mac Curtis,,,PRSP,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,Data & Information Systems,Corrections Data Systems,Y,,9,,4274,2019,N,,Formerly owned by HP Enterprise Services,https://perspecta.com/,https://investors.perspecta.com/Cache/394349416.pdf,https://www.theverge.com/2018/6/20/17485238/ice-contract-microsoft-motorola-dell-hp-enterprise-deportation,,FactSet,
Peter Tours Express,Y,NY,,,,,,,,Tier 4 - Small Privately-Owned,Transportation,Visitor Transportation,,,,,,,,,Y,,,https://sites.google.com/view/petertoursexpress/home,See website,,,,
Peters Tractor And Equipment,Y,TX,,1984,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.tractorpackage.org/,TDCJ Spending,,,,
Peterson Construction Company,Y,OH,,1949,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,N,,,http://www.petersonconstructionco.com/,http://www.petersonconstructionco.com/portfolio_entries/criminal-justice/,,,,
Petroleum Traders Corp,Y,IN,140,1979,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Utility/Energy,,,,,,,1900,2018,N,,,https://www.petroleumtraders.com/default.aspx,TDCJ Spending,,,PrivCo (www.privco.com),https://www.forbes.com/companies/petroleum-traders-corporation/
Petrosino Personal Protection Training Center,Y,OH,,,,,,,,Tier 4 - Small Privately-Owned,Personnel,Staff Training,,,,,,,,,N,,,http://petrosinous.com/,http://petrosinous.com/lawEnforcement.html,,,,
Phacil,Y,VA,821,2001,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,Y,,,,155,2018,N,,,https://www.phacil.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),
Phamatech,Y,CA,,1991,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Other,,,,,,,,,N,,,http://www.phamatech.com/,TDCJ Spending,,,,
PharmaCorr,Y,TN,,1996,,,Assured Guaranty/BlueMountain Capital/Beecken Petty O'Keefe,Corizon,AGO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Pharmacy,,,,,12,Y,,,Y,,Subsidiary created by Corizon,http://www.corizonpharmacy.com/,See website,,,,http://bpoc.com/investments/fund-ii/
Phoenix Hardwood & Plywood,Y,OK,,2007,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.phoenixhardwoodInc.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004081-T.pdf,,,,
Phoenix Learning Group,Y,MO,,1973,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",,,,,,,,,N,,,https://phoenixlearninggroup.com/,http://ajaproductserviceresource.com/,,,,
Phoenix Supply (aka TJ3 LLC),Y,MN,100,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,24,2018,Y,,,http://www.buyphoenixsupply.com/,See website,,,PrivCo (www.privco.com),
Physicians Dialysis (aka Orion Medical Enterprise),Y,FL,210,,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,,,,,36,2018,N,,,http://physiciansdialysis.com/,http://physiciansdialysis.com/about-us/affiliations/,,,PrivCo (www.privco.com),
Piedmont Communications,Y,NC,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,N,,,http://www.piedmont2way.com/,See website,,,,
Pigeonly,Y,NV,,,,Frederick Huston,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Telecom,Prison Communications,,,,,,,,,Y,,,https://pigeon.ly/,See website,,,,
Pika International,Y,TX,110,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,27,2018,N,,,http://www.truetac.com/,See Marquis Software Solutions,,,PrivCo (www.privco.com),
Pine Valley Tactical,Y,AZ,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,http://pvtactical.com/,See website,,,,
Pineapple Contracts,Y,MI,,1975,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://us.pineapplecontracts.com/,https://us.pineapplecontracts.com/environment-category/corrections/,,,,
Pinnacle Agriculture,Y,CO,1400,2012,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,1800,2018,N,,,http://www.pinnacleag.com,See Jimmy Sanders,,,PrivCo (www.privco.com),
Pinnacle Petroleum,Y,CA,,1995,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,200,2018,N,,,http://www.pinnaclepetroleum.com/,California Spending Data - 2018,,,PrivCo (www.privco.com),
Pioneer Industries,Y,NJ,100,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,24,2016,N,,,http://www.pioneerindustries.com/,http://www.4specs.com/s/08/08-3460.html,,,PrivCo (www.privco.com),
Pioneer Steel And Pipe Company,Y,TX,,1943,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.pioneerboys.com/,TDCJ Spending,,,,
Pioneer Worldwide,Y,KS,,1917,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Programs & Labor,Vocation/Industries (Prison Labor),,,,Y,,,229,2018,N,,,https://www.pioneerworldwide.com/,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,,https://www.nationalcia.org/statistical-reports,PrivCo (www.privco.com),
Pipe Movers Inc (dba PMI Steel Pipe),Y,TX,80,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,19,2018,N,,,http://www.pipemovers.com/,TDCJ Spending,,See corrections source,PrivCo (www.privco.com),
Pitney Bowes,Y,CT,14700,1920,,Marc N. Lautenbach,,,PBI,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,7,,3205.125,2019,N,,,https://www.pitneybowes.com/us,NYS DOCCS Spending,,,FactSet,
Plainview Serenity Center,Y,TX,,1983,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Substance Abuse Treatment,,,,,,,,,N,,,,TDCJ Spending,,,,https://www.manta.com/c/mmy0n5v/plainview-serenity-center-inc
Planit Big,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://www.planitbig.com/,California Spending Data - 2018,,,,
"Plant Farm, The",Y,WA,,1976,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://spokaneplantfarm.com/,http://www.dc.state.fl.us/business/contracts/,,,,
Plascon Group,Y,MI,80,1999,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,9.1,2018,N,,,http://www.plascongroup.com/,https://www.nationalcia.org/corporate-members,,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),
Plastex Products,Y,NJ,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,,http://www.southernpoliceequipment.com/shop/default.asp?h=b&b=99,,,,
Plastic Card Systems,Y,MA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,Equipment,Security Technology,,,,,,,N,,,http://www.plasticard.net/,http://www.plasticard.net/default.asp?LINKNAME=CORRECTIONS,,,,
Plastocon,Y,WI,,1958,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,Y,,,http://www.plastoconinc.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,,,,
Platinum Equity,Y,CA,,1995,,Tom Gores,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,13,Y,12500,2016,N,,,https://www.platinumequity.com/,See Securus ,,,https://www.forbes.com/companies/platinum-equity/#277c30e72b11,
"Platinum Packaging Group, The",Y,CA,,2006,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,N,,,http://www.platinumpkggroup.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,,,,
PlayCraft Trailers,Y,AZ,,,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,Y,,,,,N,,,https://www.playcrafttrailer.com/,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,,https://www.nationalcia.org/statistical-reports,,
Ploeger Oxbo Group,Y,Netherlands,667,2010,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,208.220303,2013,N,,Financials converted from EUR,http://www.ploegeroxbogroup.com,See Oxbo International,,,PrivCo (www.privco.com),
PlumbMaster,Y,SC,310,1932,2013,,Dunes Point Capital,Professional Plumbing Group,,Tier 2 - Investment Firm-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Construction & Maintenance,Maintenance Services,,,8,,97,2017,N,,Acquired by Professional Plumbing in 2013,https://www.plumbmaster.com/,TDCJ Spending,,,PrivCo (www.privco.com),https://www.prnewswire.com/news-releases/professional-plumbing-group-acquired-by-dunes-point-capital-217900951.html
Plymouth Rock Energy,Y,NY,110,,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Utility/Energy,,,,,,,62,2018,N,,,https://www.plymouthenergy.com/commercial/,NYS DOCCS Spending,,,PrivCo (www.privco.com),
PM AM,Y,TX,200,2001,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,N,,,https://www.pmam.com/,http://www.pmam-copsource.com/,,,,https://www.majorcitieschiefs.com/sponsors.php
PNC Bank,Y,PA,52906,1982,,William S. Demchak,,,PNC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Financial Services,Agency Payment Processing,Investor,"Construction, Equipment, & Acquisition Financing",,,9,,17827,2019,N,,,https://www.pnc.com/,NYS DOCCS Spending,,,FactSet,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf
Point Blank Enterprises,Y,FL,,1975,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,http://www.pointblankenterprises.com/,http://www.pointblankenterprises.com/about-us.html#company-overview,,,,
Polar King,Y,IN,,1982,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,N,,,http://www.polarking.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,,,,
Polarion Lights,Y,CT,,1999,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://polarion-store.com/,See website,,,,
PoliceOne,Y,,,1999,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,Y,,,https://www.policeone.com/,See website,,,,
PoliceOne Academy,Y,,,2011,,,,PoliceOne,,Tier 4 - Small Privately-Owned,Personnel,Staff Training,,,,,,,,,Y,,,https://www.policeoneacademy.com/,See website,,,,https://www.majorcitieschiefs.com/sponsors.php
Pollock Investments,Y,TX,,1918,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,,,N,,,http://www.pollockpaper.com/,TDCJ Spending,,See corrections source,,
Polycom,Y,CA,2460,1990,2016,Robert Hagerty,Siris Capital Group,,,Tier 2 - Investment Firm-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,8,,1100,2017,N,,Acquired by Siris in 2016 for $2.0 B,http://www.polycom.com/,http://www.polycom.com/content/dam/polycom/common/documents/data-sheets/polycom-telejustice-solutions-br-enus.pdf,,,PrivCo (www.privco.com),http://www.polycom.com/company/news/press-releases/2016/20160927.html
Pon,Y,Netherlands,12052,1895,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Transportation,Agency Transportation,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,7465.139278,2015,N,,Financials converted from EUR,http://www.pon.com,See Equipment Depot,,,PrivCo (www.privco.com),
Port City Industrial Products,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Construction & Maintenance,Maintenance Services,,,,,,,N,,,,TDCJ Spending,,,,
Port Consolidated,Y,FL,210,2000,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,120,2018,N,,,https://www.portconsolidated.com/,http://www.dc.state.fl.us/business/contracts/,,,PrivCo (www.privco.com),
